Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1609.15100,97.36,0.77,0.00,0.00
1609.17100,97.36,0.77,0.00,0.00
1609.19100,97.36,0.77,0.00,0.00
1609.21100,97.36,0.77,0.00,0.00
1609.23100,97.36,0.77,0.00,0.00
1609.25100,97.36,0.77,0.00,0.00
1609.27100,97.36,0.77,0.00,0.00
1609.29100,97.36,0.77,0.00,0.00
1609.31100,97.36,0.77,0.00,0.00
1609.33100,97.36,0.77,0.00,0.00
1609.35100,97.36,0.77,0.00,0.00
1609.37100,97.36,0.77,0.00,0.00
1609.39100,97.36,0.77,0.00,0.00
1609.41100,97.36,0.77,0.00,0.00
1609.43100,97.36,0.77,0.00,0.00
1609.45100,97.36,0.77,0.00,0.00
1609.47100,97.36,0.77,0.00,0.00
1609.49100,97.36,0.77,0.00,0.00
1609.51100,97.36,0.77,0.00,0.00
1609.53100,97.36,0.77,0.00,0.00
1609.55100,97.36,0.77,0.00,0.00
1609.57100,97.36,0.77,0.00,0.00
1609.59100,97.36,0.77,0.00,0.00
1609.61100,97.36,0.77,0.00,0.00
1609.63100,97.36,0.77,0.00,0.00
1609.65100,97.36,0.77,0.00,0.00
1609.67100,97.36,0.77,0.00,0.00
1609.69100,97.36,0.77,0.00,0.00
1609.71100,97.36,0.77,0.00,0.00
1609.73100,97.36,0.77,0.00,0.00
1609.75100,97.36,0.77,0.00,0.00
1609.77100,97.36,0.77,0.00,0.00
1609.79100,97.36,0.77,0.00,0.00
1609.81100,97.36,0.77,0.00,0.00
1609.83100,97.36,0.77,0.00,0.00
1609.85100,97.36,0.77,0.00,0.00
1609.87100,97.36,0.77,0.00,0.00
1609.89100,97.36,0.77,0.00,0.00
1609.91100,97.36,0.77,0.00,0.00
1609.93100,97.35,0.77,0.00,0.00
1609.95100,97.35,0.77,0.00,0.00
1609.97100,97.35,0.77,0.00,0.00
1609.99100,97.35,0.77,0.00,0.00
1610.01100,97.35,0.77,0.00,0.00
1610.03100,97.35,0.77,0.00,0.00
1610.05100,97.35,0.77,0.00,0.00
1610.07100,97.35,0.77,0.00,0.00
1610.09100,97.35,0.77,0.00,0.00
1610.11100,97.35,0.77,0.00,0.00
1610.13100,97.35,0.77,0.00,0.00
1610.15100,97.35,0.77,0.00,0.00
1610.17100,97.35,0.77,0.00,0.00
1610.19100,97.35,0.77,0.00,0.00
1610.21100,97.35,0.77,0.00,0.00
1610.23100,97.35,0.77,0.00,0.00
1610.25100,97.35,0.77,0.00,0.00
1610.27100,97.35,0.77,0.00,0.00
1610.29100,97.35,0.77,0.00,0.00
1610.31100,97.35,0.77,0.00,0.00
1610.33100,97.35,0.77,0.00,0.00
1610.35100,97.35,0.77,0.00,0.00
1610.37100,97.35,0.77,0.00,0.00
1610.39100,97.35,0.77,0.00,0.00
1610.41100,97.35,0.77,0.00,0.00
1610.43100,97.35,0.77,0.00,0.00
1610.45100,97.35,0.77,0.00,0.00
1610.47100,97.35,0.77,0.00,0.00
1610.49100,97.35,0.77,0.00,0.00
1610.51100,97.35,0.77,0.00,0.00
1610.53100,97.35,0.77,0.00,0.00
1610.55100,97.35,0.77,0.00,0.00
1610.57100,97.35,0.77,0.00,0.00
1610.59100,97.35,0.77,0.00,0.00
1610.61100,97.35,0.77,0.00,0.00
1610.63100,97.35,0.77,0.00,0.00
1610.65100,97.35,0.77,0.00,0.00
1610.67100,97.35,0.77,0.00,0.00
1610.69100,97.35,0.77,0.00,0.00
1610.71100,97.35,0.77,0.00,0.00
1610.73100,97.35,0.77,0.00,0.00
1610.75100,97.35,0.77,0.00,0.00
1610.77100,97.35,0.77,0.00,0.00
1610.79100,97.35,0.77,0.00,0.00
1610.81100,97.35,0.77,0.00,0.00
1610.83100,97.35,0.77,0.00,0.00
1610.85100,97.35,0.77,0.00,0.00
1610.87100,97.35,0.77,0.00,0.00
1610.89100,97.35,0.77,0.00,0.00
1610.91100,97.35,0.77,0.00,0.00
1610.93100,97.35,0.77,0.00,0.00
1610.95100,97.35,0.77,0.00,0.00
1610.97100,97.35,0.77,0.00,0.00
1610.99100,97.35,0.77,0.00,0.00
1611.01100,97.35,0.77,0.00,0.00
1611.03100,97.35,0.77,0.00,0.00
1611.05100,97.35,0.77,0.00,0.00
1611.07100,97.35,0.77,0.00,0.00
1611.09100,97.35,0.77,0.00,0.00
1611.11100,97.35,0.77,0.00,0.00
1611.13100,97.35,0.77,0.00,0.00
1611.15100,97.35,0.77,0.00,0.00
1611.17100,97.35,0.77,0.00,0.00
1611.19100,97.34,0.77,0.00,0.00
1611.21100,97.34,0.77,0.00,0.00
1611.23100,97.34,0.77,0.00,0.00
1611.25100,97.34,0.77,0.00,0.00
1611.27100,97.34,0.77,0.00,0.00
1611.29100,97.34,0.77,0.00,0.00
1611.31100,97.34,0.77,0.00,0.00
1611.33100,97.34,0.77,0.00,0.00
1611.35100,97.34,0.77,0.00,0.00
1611.37100,97.34,0.77,0.00,0.00
1611.39100,97.34,0.77,0.00,0.00
1611.41100,97.34,0.77,0.00,0.00
1611.43100,97.34,0.77,0.00,0.00
1611.45100,97.34,0.77,0.00,0.00
1611.47100,97.34,0.77,0.00,0.00
1611.49100,97.34,0.77,0.00,0.00
1611.51100,97.34,0.77,0.00,0.00
1611.53100,97.34,0.77,0.00,0.00
1611.55100,97.34,0.77,0.00,0.00
1611.57100,97.34,0.77,0.00,0.00
1611.59100,97.34,0.77,0.00,0.00
1611.61100,97.34,0.77,0.00,0.00
1611.63100,97.34,0.77,0.00,0.00
1611.65100,97.34,0.77,0.00,0.00
1611.67100,97.34,0.77,0.00,0.00
1611.69100,97.34,0.77,0.00,0.00
1611.71100,97.34,0.77,0.00,0.00
1611.73100,97.34,0.77,0.00,0.00
1611.75100,97.34,0.77,0.00,0.00
1611.77100,97.34,0.77,0.00,0.00
1611.79100,97.34,0.77,0.00,0.00
1611.81100,97.34,0.77,0.00,0.00
1611.83100,97.34,0.77,0.00,0.00
1611.85100,97.34,0.77,0.00,0.00
1611.87100,97.34,0.77,0.00,0.00
1611.89100,97.34,0.77,0.00,0.00
1611.91100,97.34,0.77,0.00,0.00
1611.93100,97.34,0.77,0.00,0.00
1611.95100,97.34,0.77,0.00,0.00
1611.97100,97.34,0.77,0.00,0.00
1611.99100,97.34,0.77,0.00,0.00
1612.01100,97.34,0.77,0.00,0.00
1612.03100,97.34,0.77,0.00,0.00
1612.05100,97.34,0.77,0.00,0.00
1612.07100,97.34,0.77,0.00,0.00
1612.09100,97.34,0.77,0.00,0.00
1612.11100,97.34,0.77,0.00,0.00
1612.13100,97.34,0.77,0.00,0.00
1612.15100,97.34,0.77,0.00,0.00
1612.17100,97.34,0.77,0.00,0.00
1612.19100,97.34,0.77,0.00,0.00
1612.21100,97.34,0.77,0.00,0.00
1612.23100,97.34,0.77,0.00,0.00
1612.25100,97.34,0.77,0.00,0.00
1612.27100,97.34,0.77,0.00,0.00
1612.29100,97.34,0.77,0.00,0.00
1612.31100,97.34,0.77,0.00,0.00
1612.33100,97.34,0.77,0.00,0.00
1612.35100,97.34,0.77,0.00,0.00
1612.37100,97.34,0.77,0.00,0.00
1612.39100,97.34,0.77,0.00,0.00
1612.41100,97.34,0.77,0.00,0.00
1612.43100,97.33,0.77,0.00,0.00
1612.45100,97.33,0.77,0.00,0.00
1612.47100,97.33,0.77,0.00,0.00
1612.49100,97.33,0.77,0.00,0.00
1612.51100,97.33,0.77,0.00,0.00
1612.53100,97.33,0.77,0.00,0.00
1612.55100,97.33,0.77,0.00,0.00
1612.57100,97.33,0.77,0.00,0.00
1612.59100,97.33,0.77,0.00,0.00
1612.61100,97.33,0.77,0.00,0.00
1612.63100,97.33,0.77,0.00,0.00
1612.65100,97.33,0.77,0.00,0.00
1612.67100,97.33,0.77,0.00,0.00
1612.69100,97.33,0.77,0.00,0.00
1612.71100,97.33,0.77,0.00,0.00
1612.73100,97.33,0.77,0.00,0.00
1612.75100,97.33,0.77,0.00,0.00
1612.77100,97.33,0.77,0.00,0.00
1612.79100,97.33,0.77,0.00,0.00
1612.81100,97.33,0.77,0.00,0.00
1612.83100,97.33,0.77,0.00,0.00
1612.85100,97.33,0.77,0.00,0.00
1612.87100,97.33,0.77,0.00,0.00
1612.89100,97.33,0.77,0.00,0.00
1612.91100,97.33,0.77,0.00,0.00
1612.93100,97.33,0.77,0.00,0.00
1612.95100,97.33,0.77,0.00,0.00
1612.97100,97.33,0.77,0.00,0.00
1612.99100,97.33,0.77,0.00,0.00
1613.01100,97.33,0.77,0.00,0.00
1613.03100,97.33,0.77,0.00,0.00
1613.05100,97.33,0.77,0.00,0.00
1613.07100,97.33,0.77,0.00,0.00
1613.09100,97.33,0.77,0.00,0.00
1613.11100,97.33,0.77,0.00,0.00
1613.13100,97.33,0.77,0.00,0.00
1613.15100,97.33,0.77,0.00,0.00
1613.17100,97.33,0.77,0.00,0.00
1613.19100,97.33,0.77,0.00,0.00
1613.21100,97.33,0.77,0.00,0.00
1613.23100,97.33,0.77,0.00,0.00
1613.25100,97.33,0.77,0.00,0.00
1613.27100,97.33,0.77,0.00,0.00
1613.29100,97.33,0.77,0.00,0.00
1613.31100,97.33,0.77,0.00,0.00
1613.33100,97.33,0.77,0.00,0.00
1613.35100,97.33,0.77,0.00,0.00
1613.37100,97.33,0.77,0.00,0.00
1613.39100,97.33,0.77,0.00,0.00
1613.41100,97.33,0.77,0.00,0.00
1613.43100,97.33,0.77,0.00,0.00
1613.45100,97.33,0.77,0.00,0.00
1613.47100,97.33,0.77,0.00,0.00
1613.49100,97.33,0.77,0.00,0.00
1613.51100,97.33,0.77,0.00,0.00
1613.53100,97.33,0.77,0.00,0.00
1613.55100,97.33,0.77,0.00,0.00
1613.57100,97.33,0.77,0.00,0.00
1613.59100,97.33,0.77,0.00,0.00
1613.61100,97.33,0.77,0.00,0.00
1613.63100,97.33,0.77,0.00,0.00
1613.65100,97.33,0.77,0.00,0.00
1613.67100,97.33,0.77,0.00,0.00
1613.69100,97.32,0.77,0.00,0.00
1613.71100,97.32,0.77,0.00,0.00
1613.73100,97.32,0.77,0.00,0.00
1613.75100,97.32,0.77,0.00,0.00
1613.77100,97.32,0.77,0.00,0.00
1613.79100,97.32,0.77,0.00,0.00
1613.81100,97.32,0.77,0.00,0.00
1613.83100,97.32,0.77,0.00,0.00
1613.85100,97.32,0.77,0.00,0.00
1613.87100,97.32,0.77,0.00,0.00
1613.89100,97.32,0.77,0.00,0.00
1613.91100,97.32,0.77,0.00,0.00
1613.93100,97.32,0.77,0.00,0.00
1613.95100,97.32,0.77,0.00,0.00
1613.97100,97.32,0.77,0.00,0.00
1613.99100,97.32,0.77,0.00,0.00
1614.01100,97.32,0.77,0.00,0.00
1614.03100,97.32,0.77,0.00,0.00
1614.05100,97.32,0.77,0.00,0.00
1614.07100,97.32,0.77,0.00,0.00
1614.09100,97.32,0.77,0.00,0.00
1614.11100,97.32,0.77,0.00,0.00
1614.13100,97.32,0.77,0.00,0.00
1614.15100,97.32,0.77,0.00,0.00
1614.17100,97.32,0.77,0.00,0.00
1614.19100,97.32,0.77,0.00,0.00
1614.21100,97.32,0.77,0.00,0.00
1614.23100,97.32,0.77,0.00,0.00
1614.25100,97.32,0.77,0.00,0.00
1614.27100,97.32,0.77,0.00,0.00
1614.29100,97.32,0.77,0.00,0.00
1614.31100,97.32,0.77,0.00,0.00
1614.33100,97.32,0.77,0.00,0.00
1614.35100,97.32,0.77,0.00,0.00
1614.37100,97.32,0.77,0.00,0.00
1614.39100,97.32,0.77,0.00,0.00
1614.41100,97.32,0.77,0.00,0.00
1614.43100,97.32,0.77,0.00,0.00
1614.45100,97.32,0.77,0.00,0.00
1614.47100,97.32,0.77,0.00,0.00
1614.49100,97.32,0.77,0.00,0.00
1614.51100,97.32,0.77,0.00,0.00
1614.53100,97.32,0.77,0.00,0.00
1614.55100,97.32,0.77,0.00,0.00
1614.57100,97.32,0.77,0.00,0.00
1614.59100,97.32,0.77,0.00,0.00
1614.61100,97.32,0.77,0.00,0.00
1614.63100,97.32,0.77,0.00,0.00
1614.65100,97.32,0.77,0.00,0.00
1614.67100,97.32,0.77,0.00,0.00
1614.69100,97.32,0.77,0.00,0.00
1614.71100,97.32,0.77,0.00,0.00
1614.73100,97.32,0.77,0.00,0.00
1614.75100,97.32,0.77,0.00,0.00
1614.77100,97.32,0.77,0.00,0.00
1614.79100,97.32,0.77,0.00,0.00
1614.81100,97.32,0.77,0.00,0.00
1614.83100,97.32,0.77,0.00,0.00
1614.85100,97.32,0.77,0.00,0.00
1614.87100,97.32,0.77,0.00,0.00
1614.89100,97.32,0.77,0.00,0.00
1614.91100,97.32,0.77,0.00,0.00
1614.93100,97.32,0.77,0.00,0.00
1614.95100,97.31,0.77,0.00,0.00
1614.97100,97.31,0.77,0.00,0.00
1614.99100,97.31,0.77,0.00,0.00
1615.01100,97.31,0.77,0.00,0.00
1615.03100,97.31,0.77,0.00,0.00
1615.05100,97.31,0.77,0.00,0.00
1615.07100,97.31,0.77,0.00,0.00
1615.09100,97.31,0.77,0.00,0.00
1615.11100,97.31,0.77,0.00,0.00
1615.13100,97.31,0.77,0.00,0.00
1615.15100,97.31,0.77,0.00,0.00
1615.17100,97.31,0.77,0.00,0.00
1615.19100,97.31,0.77,0.00,0.00
1615.21100,97.31,0.77,0.00,0.00
1615.23100,97.31,0.77,0.00,0.00
1615.25100,97.31,0.77,0.00,0.00
1615.27100,97.31,0.77,0.00,0.00
1615.29100,97.31,0.77,0.00,0.00
1615.31100,97.31,0.77,0.00,0.00
1615.33100,97.31,0.77,0.00,0.00
1615.35100,97.31,0.77,0.00,0.00
1615.37100,97.31,0.77,0.00,0.00
1615.39100,97.31,0.77,0.00,0.00
1615.41100,97.31,0.77,0.00,0.00
1615.43100,97.31,0.77,0.00,0.00
1615.45100,97.31,0.77,0.00,0.00
1615.47100,97.31,0.77,0.00,0.00
1615.49100,97.31,0.77,0.00,0.00
1615.51100,97.31,0.77,0.00,0.00
1615.53100,97.31,0.77,0.00,0.00
1615.55100,97.31,0.77,0.00,0.00
1615.57100,97.31,0.77,0.00,0.00
1615.59100,97.31,0.77,0.00,0.00
1615.61100,97.31,0.77,0.00,0.00
1615.63100,97.31,0.77,0.00,0.00
1615.65100,97.31,0.77,0.00,0.00
1615.67100,97.31,0.77,0.00,0.00
1615.69100,97.31,0.77,0.00,0.00
1615.71100,97.31,0.77,0.00,0.00
1615.73100,97.31,0.77,0.00,0.00
1615.75100,97.31,0.77,0.00,0.00
1615.77100,97.31,0.77,0.00,0.00
1615.79100,97.31,0.77,0.00,0.00
1615.81100,97.31,0.77,0.00,0.00
1615.83100,97.31,0.77,0.00,0.00
1615.85100,97.31,0.77,0.00,0.00
1615.87100,97.31,0.77,0.00,0.00
1615.89100,97.31,0.77,0.00,0.00
1615.91100,97.31,0.77,0.00,0.00
1615.93100,97.31,0.77,0.00,0.00
1615.95100,97.31,0.77,0.00,0.00
1615.97100,97.31,0.77,0.00,0.00
1615.99100,97.31,0.77,0.00,0.00
1616.01100,97.31,0.77,0.00,0.00
1616.03100,97.31,0.77,0.00,0.00
1616.05100,97.31,0.77,0.00,0.00
1616.07100,97.31,0.77,0.00,0.00
1616.09100,97.31,0.77,0.00,0.00
1616.11100,97.31,0.77,0.00,0.00
1616.13100,97.31,0.77,0.00,0.00
1616.15100,97.31,0.77,0.00,0.00
1616.17100,97.31,0.77,0.00,0.00
1616.19100,97.31,0.77,0.00,0.00
1616.21100,97.30,0.77,0.00,0.00
1616.23100,97.30,0.77,0.00,0.00
1616.25100,97.30,0.77,0.00,0.00
1616.27100,97.30,0.77,0.00,0.00
1616.29100,97.30,0.77,0.00,0.00
1616.31100,97.30,0.77,0.00,0.00
1616.33100,97.30,0.77,0.00,0.00
1616.35100,97.30,0.77,0.00,0.00
1616.37100,97.30,0.77,0.00,0.00
1616.39100,97.30,0.77,0.00,0.00
1616.41100,97.30,0.77,0.00,0.00
1616.43100,97.30,0.77,0.00,0.00
1616.45100,97.30,0.77,0.00,0.00
1616.47100,97.30,0.77,0.00,0.00
1616.49100,97.30,0.77,0.00,0.00
1616.51100,97.30,0.77,0.00,0.00
1616.53100,97.30,0.77,0.00,0.00
1616.55100,97.30,0.77,0.00,0.00
1616.57100,97.30,0.77,0.00,0.00
1616.59100,97.30,0.77,0.00,0.00
1616.61100,97.30,0.77,0.00,0.00
1616.63100,97.30,0.77,0.00,0.00
1616.65100,97.30,0.77,0.00,0.00
1616.67100,97.30,0.77,0.00,0.00
1616.69100,97.30,0.77,0.00,0.00
1616.71100,97.30,0.77,0.00,0.00
1616.73100,97.30,0.77,0.00,0.00
1616.75100,97.30,0.77,0.00,0.00
1616.77100,97.30,0.77,0.00,0.00
1616.79100,97.30,0.77,0.00,0.00
1616.81100,97.30,0.77,0.00,0.00
1616.83100,97.30,0.77,0.00,0.00
1616.85100,97.30,0.77,0.00,0.00
1616.87100,97.30,0.77,0.00,0.00
1616.89100,97.30,0.77,0.00,0.00
1616.91100,97.30,0.77,0.00,0.00
1616.93100,97.30,0.77,0.00,0.00
1616.95100,97.30,0.77,0.00,0.00
1616.97100,97.30,0.77,0.00,0.00
1616.99100,97.30,0.77,0.00,0.00
1617.01100,97.30,0.77,0.00,0.00
1617.03100,97.30,0.77,0.00,0.00
1617.05100,97.30,0.77,0.00,0.00
1617.07100,97.30,0.77,0.00,0.00
1617.09100,97.30,0.77,0.00,0.00
1617.11100,97.30,0.77,0.00,0.00
1617.13100,97.30,0.77,0.00,0.00
1617.15100,97.30,0.77,0.00,0.00
1617.17100,97.30,0.77,0.00,0.00
1617.19100,97.30,0.77,0.00,0.00
1617.21100,97.30,0.77,0.00,0.00
1617.23100,97.30,0.77,0.00,0.00
1617.25100,97.30,0.77,0.00,0.00
1617.27100,97.30,0.77,0.00,0.00
1617.29100,97.30,0.77,0.00,0.00
1617.31100,97.30,0.77,0.00,0.00
1617.33100,97.30,0.77,0.00,0.00
1617.35100,97.30,0.77,0.00,0.00
1617.37100,97.30,0.77,0.00,0.00
1617.39100,97.30,0.77,0.00,0.00
1617.41100,97.30,0.77,0.00,0.00
1617.43100,97.30,0.77,0.00,0.00
1617.45100,97.30,0.77,0.00,0.00
1617.47100,97.29,0.77,0.00,0.00
1617.49100,97.29,0.77,0.00,0.00
1617.51100,97.29,0.77,0.00,0.00
1617.53100,97.29,0.77,0.00,0.00
1617.55100,97.29,0.77,0.00,0.00
1617.57100,97.29,0.77,0.00,0.00
1617.59100,97.29,0.77,0.00,0.00
1617.61100,97.29,0.77,0.00,0.00
1617.63100,97.29,0.77,0.00,0.00
1617.65100,97.29,0.77,0.00,0.00
1617.67100,97.29,0.77,0.00,0.00
1617.69100,97.29,0.77,0.00,0.00
1617.71100,97.29,0.77,0.00,0.00
1617.73100,97.29,0.77,0.00,0.00
1617.75100,97.29,0.77,0.00,0.00
1617.77100,97.29,0.77,0.00,0.00
1617.79100,97.29,0.77,0.00,0.00
1617.81100,97.29,0.77,0.00,0.00
1617.83100,97.29,0.77,0.00,0.00
1617.85100,97.29,0.77,0.00,0.00
1617.87100,97.29,0.77,0.00,0.00
1617.89100,97.29,0.77,0.00,0.00
1617.91100,97.29,0.77,0.00,0.00
1617.93100,97.29,0.77,0.00,0.00
1617.95100,97.29,0.77,0.00,0.00
1617.97100,97.29,0.77,0.00,0.00
1617.99100,97.29,0.77,0.00,0.00
1618.01100,97.29,0.77,0.00,0.00
1618.03100,97.29,0.77,0.00,0.00
1618.05100,97.29,0.77,0.00,0.00
1618.07100,97.29,0.77,0.00,0.00
1618.09100,97.29,0.77,0.00,0.00
1618.11100,97.29,0.77,0.00,0.00
1618.13100,97.29,0.77,0.00,0.00
1618.15100,97.29,0.77,0.00,0.00
1618.17100,97.29,0.77,0.00,0.00
1618.19100,97.29,0.77,0.00,0.00
1618.21100,97.29,0.77,0.00,0.00
1618.23100,97.29,0.77,0.00,0.00
1618.25100,97.29,0.77,0.00,0.00
1618.27100,97.29,0.77,0.00,0.00
1618.29100,97.29,0.77,0.00,0.00
1618.31100,97.29,0.77,0.00,0.00
1618.33100,97.29,0.77,0.00,0.00
1618.35100,97.29,0.77,0.00,0.00
1618.37100,97.29,0.77,0.00,0.00
1618.39100,97.29,0.77,0.00,0.00
1618.41100,97.29,0.77,0.00,0.00
1618.43100,97.29,0.77,0.00,0.00
1618.45100,97.29,0.77,0.00,0.00
1618.47100,97.29,0.77,0.00,0.00
1618.49100,97.29,0.77,0.00,0.00
1618.51100,97.29,0.77,0.00,0.00
1618.53100,97.29,0.77,0.00,0.00
1618.55100,97.29,0.77,0.00,0.00
1618.57100,97.29,0.77,0.00,0.00
1618.59100,97.29,0.77,0.00,0.00
1618.61100,97.29,0.77,0.00,0.00
1618.63100,97.29,0.77,0.00,0.00
1618.65100,97.29,0.77,0.00,0.00
1618.67100,97.29,0.77,0.00,0.00
1618.69100,97.29,0.77,0.00,0.00
1618.71100,97.29,0.77,0.00,0.00
1618.73100,97.29,0.77,0.00,0.00
1618.75100,97.28,0.77,0.00,0.00
1618.77100,97.28,0.77,0.00,0.00
1618.79100,97.28,0.77,0.00,0.00
1618.81100,97.28,0.77,0.00,0.00
1618.83100,97.28,0.77,0.00,0.00
1618.85100,97.28,0.77,0.00,0.00
1618.87100,97.28,0.77,0.00,0.00
1618.89100,97.28,0.77,0.00,0.00
1618.91100,97.28,0.77,0.00,0.00
1618.93100,97.28,0.77,0.00,0.00
1618.95100,97.28,0.77,0.00,0.00
1618.97100,97.28,0.77,0.00,0.00
1618.99100,97.28,0.77,0.00,0.00
1619.01100,97.28,0.77,0.00,0.00
1619.03100,97.28,0.77,0.00,0.00
1619.05100,97.28,0.77,0.00,0.00
1619.07100,97.28,0.77,0.00,0.00
1619.09100,97.28,0.77,0.00,0.00
1619.11100,97.28,0.77,0.00,0.00
1619.13100,97.28,0.77,0.00,0.00
1619.15100,97.28,0.77,0.00,0.00
1619.17100,97.28,0.77,0.00,0.00
1619.19100,97.28,0.77,0.00,0.00
1619.21100,97.28,0.77,0.00,0.00
1619.23100,97.28,0.77,0.00,0.00
1619.25100,97.28,0.77,0.00,0.00
1619.27100,97.28,0.77,0.00,0.00
1619.29100,97.28,0.77,0.00,0.00
1619.31100,97.28,0.77,0.00,0.00
1619.33100,97.28,0.77,0.00,0.00
1619.35100,97.28,0.77,0.00,0.00
1619.37100,97.28,0.77,0.00,0.00
1619.39100,97.28,0.77,0.00,0.00
1619.41100,97.28,0.77,0.00,0.00
1619.43100,97.28,0.77,0.00,0.00
1619.45100,97.28,0.77,0.00,0.00
1619.47100,97.28,0.77,0.00,0.00
1619.49100,97.28,0.77,0.00,0.00
1619.51100,97.28,0.77,0.00,0.00
1619.53100,97.28,0.77,0.00,0.00
1619.55100,97.28,0.77,0.00,0.00
1619.57100,97.28,0.77,0.00,0.00
1619.59100,97.28,0.77,0.00,0.00
1619.61100,97.28,0.77,0.00,0.00
1619.63100,97.28,0.77,0.00,0.00
1619.65100,97.28,0.77,0.00,0.00
1619.67100,97.28,0.77,0.00,0.00
1619.69100,97.28,0.77,0.00,0.00
1619.71100,97.28,0.77,0.00,0.00
1619.73100,97.28,0.77,0.00,0.00
1619.75100,97.28,0.77,0.00,0.00
1619.77100,97.28,0.77,0.00,0.00
1619.79100,97.28,0.77,0.00,0.00
1619.81100,97.28,0.77,0.00,0.00
1619.83100,97.28,0.77,0.00,0.00
1619.85100,97.28,0.77,0.00,0.00
1619.87100,97.28,0.77,0.00,0.00
1619.89100,97.28,0.77,0.00,0.00
1619.91100,97.28,0.77,0.00,0.00
1619.93100,97.28,0.77,0.00,0.00
1619.95100,97.28,0.77,0.00,0.00
1619.97100,97.28,0.77,0.00,0.00
1619.99100,97.28,0.77,0.00,0.00
1620.01100,97.27,0.77,0.00,0.00
1620.03100,97.27,0.77,0.00,0.00
1620.05100,97.27,0.77,0.00,0.00
1620.07100,97.27,0.77,0.00,0.00
1620.09100,97.27,0.77,0.00,0.00
1620.11100,97.27,0.77,0.00,0.00
1620.13100,97.27,0.77,0.00,0.00
1620.15100,97.27,0.77,0.00,0.00
1620.17100,97.27,0.77,0.00,0.00
1620.19100,97.27,0.77,0.00,0.00
1620.21100,97.27,0.77,0.00,0.00
1620.23100,97.27,0.77,0.00,0.00
1620.25100,97.27,0.77,0.00,0.00
1620.27100,97.27,0.77,0.00,0.00
1620.29100,97.27,0.77,0.00,0.00
1620.31100,97.27,0.77,0.00,0.00
1620.33100,97.27,0.77,0.00,0.00
1620.35100,97.27,0.77,0.00,0.00
1620.37100,97.27,0.77,0.00,0.00
1620.39100,97.27,0.77,0.00,0.00
1620.41100,97.27,0.77,0.00,0.00
1620.43100,97.27,0.77,0.00,0.00
1620.45100,97.27,0.77,0.00,0.00
1620.47100,97.27,0.77,0.00,0.00
1620.49100,97.27,0.77,0.00,0.00
1620.51100,97.27,0.77,0.00,0.00
1620.53100,97.27,0.77,0.00,0.00
1620.55100,97.27,0.77,0.00,0.00
1620.57100,97.27,0.77,0.00,0.00
1620.59100,97.27,0.77,0.00,0.00
1620.61100,97.27,0.77,0.00,0.00
1620.63100,97.27,0.77,0.00,0.00
1620.65100,97.27,0.77,0.00,0.00
1620.67100,97.27,0.77,0.00,0.00
1620.69100,97.27,0.77,0.00,0.00
1620.71100,97.27,0.77,0.00,0.00
1620.73100,97.27,0.77,0.00,0.00
1620.75100,97.27,0.77,0.00,0.00
1620.77100,97.27,0.77,0.00,0.00
1620.79100,97.27,0.77,0.00,0.00
1620.81100,97.27,0.77,0.00,0.00
1620.83100,97.27,0.77,0.00,0.00
1620.85100,97.27,0.77,0.00,0.00
1620.87100,97.27,0.77,0.00,0.00
1620.89100,97.27,0.77,0.00,0.00
1620.91100,97.27,0.77,0.00,0.00
1620.93100,97.27,0.77,0.00,0.00
1620.95100,97.27,0.77,0.00,0.00
1620.97100,97.27,0.77,0.00,0.00
1620.99100,97.27,0.77,0.00,0.00
1621.01100,97.27,0.77,0.00,0.00
1621.03100,97.27,0.77,0.00,0.00
1621.05100,97.27,0.77,0.00,0.00
1621.07100,97.27,0.77,0.00,0.00
1621.09100,97.27,0.77,0.00,0.00
1621.11100,97.27,0.77,0.00,0.00
1621.13100,97.27,0.77,0.00,0.00
1621.15100,97.27,0.77,0.00,0.00
1621.17100,97.27,0.77,0.00,0.00
1621.19100,97.27,0.77,0.00,0.00
1621.21100,97.27,0.77,0.00,0.00
1621.23100,97.27,0.77,0.00,0.00
1621.25100,97.27,0.77,0.00,0.00
1621.27100,97.27,0.77,0.00,0.00
1621.29100,97.26,0.77,0.00,0.00
1621.31100,97.26,0.77,0.00,0.00
1621.33100,97.26,0.77,0.00,0.00
1621.35100,97.26,0.77,0.00,0.00
1621.37100,97.26,0.77,0.00,0.00
1621.39100,97.26,0.77,0.00,0.00
1621.41100,97.26,0.77,0.00,0.00
1621.43100,97.26,0.77,0.00,0.00
1621.45100,97.26,0.77,0.00,0.00
1621.47100,97.26,0.77,0.00,0.00
1621.49100,97.26,0.77,0.00,0.00
1621.51100,97.26,0.77,0.00,0.00
1621.53100,97.26,0.77,0.00,0.00
1621.55100,97.26,0.77,0.00,0.00
1621.57100,97.26,0.77,0.00,0.00
1621.59100,97.26,0.77,0.00,0.00
1621.61100,97.26,0.77,0.00,0.00
1621.63100,97.26,0.77,0.00,0.00
1621.65100,97.26,0.77,0.00,0.00
1621.67100,97.26,0.77,0.00,0.00
1621.69100,97.26,0.77,0.00,0.00
1621.71100,97.26,0.77,0.00,0.00
1621.73100,97.26,0.77,0.00,0.00
1621.75100,97.26,0.77,0.00,0.00
1621.77100,97.26,0.77,0.00,0.00
1621.79100,97.26,0.77,0.00,0.00
1621.81100,97.26,0.77,0.00,0.00
