Sr2,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
312.46000,-110.22,0.99,0.00,0.00
312.48000,-110.26,0.99,0.00,0.00
312.50000,-110.29,0.99,0.00,0.00
312.52000,-110.33,0.99,0.00,0.00
312.54000,-110.36,0.99,0.00,0.00
312.56000,-110.40,0.99,0.00,0.00
312.58000,-110.43,0.99,0.00,0.00
312.60000,-110.47,0.99,0.00,0.00
312.62000,-110.50,0.99,0.00,0.00
312.64000,-110.54,0.99,0.00,0.00
312.66000,-110.57,0.99,0.00,0.00
312.68000,-110.61,0.99,0.00,0.00
312.70000,-110.64,0.99,0.00,0.00
312.72000,-110.68,0.99,0.00,0.00
312.74000,-110.71,0.99,0.00,0.00
312.76000,-110.75,0.99,0.00,0.00
312.78000,-110.78,0.99,0.00,0.00
312.80000,-110.82,0.99,0.00,0.00
312.82000,-110.85,0.99,0.00,0.00
312.84000,-110.89,0.99,0.00,0.00
312.86000,-110.92,0.99,0.00,0.00
312.88000,-110.96,0.99,0.00,0.00
312.90000,-110.99,0.99,0.00,0.00
312.92000,-111.03,0.99,0.00,0.00
312.94000,-111.07,0.99,0.00,0.00
312.96000,-111.10,0.99,0.00,0.00
312.98000,-111.14,1.00,0.00,0.00
313.00000,-111.17,1.00,0.00,0.00
313.02000,-111.21,1.00,0.00,0.00
313.04000,-111.24,1.00,0.00,0.00
313.06000,-111.28,1.00,0.00,0.00
313.08000,-111.31,1.00,0.00,0.00
313.10000,-111.35,1.00,0.00,0.00
313.12000,-111.38,1.00,0.00,0.00
313.14000,-111.42,1.00,0.00,0.00
313.16000,-111.45,1.00,0.00,0.00
313.18000,-111.49,1.00,0.00,0.00
313.20000,-111.53,1.00,0.00,0.00
313.22000,-111.56,1.00,0.00,0.00
313.24000,-111.60,1.00,0.00,0.00
313.26000,-111.63,1.00,0.00,0.00
313.28000,-111.67,1.00,0.00,0.00
313.30000,-111.70,1.00,0.00,0.00
313.32000,-111.74,1.00,0.00,0.00
313.34000,-111.77,1.00,0.00,0.00
313.36000,-111.81,1.00,0.00,0.00
313.38000,-111.85,1.00,0.00,0.00
313.40000,-111.88,1.00,0.00,0.00
313.42000,-111.92,1.00,0.00,0.00
313.44000,-111.95,1.00,0.00,0.00
313.46000,-111.99,1.00,0.00,0.00
313.48000,-112.02,1.00,0.00,0.00
313.50000,-112.06,1.00,0.00,0.00
313.52000,-112.10,1.00,0.00,0.00
313.54000,-112.13,1.00,0.00,0.00
313.56000,-112.17,1.00,0.00,0.00
313.58000,-112.20,1.00,0.00,0.00
313.60000,-112.24,1.00,0.00,0.00
313.62000,-112.27,1.00,0.00,0.00
313.64000,-112.31,1.01,0.00,0.00
313.66000,-112.35,1.01,0.00,0.00
313.68000,-112.38,1.01,0.00,0.00
313.70000,-112.42,1.01,0.00,0.00
313.72000,-112.45,1.01,0.00,0.00
313.74000,-112.49,1.01,0.00,0.00
313.76000,-112.53,1.01,0.00,0.00
313.78000,-112.56,1.01,0.00,0.00
313.80000,-112.60,1.01,0.00,0.00
313.82000,-112.63,1.01,0.00,0.00
313.84000,-112.67,1.01,0.00,0.00
313.86000,-112.71,1.01,0.00,0.00
313.88000,-112.74,1.01,0.00,0.00
313.90000,-112.78,1.01,0.00,0.00
313.92000,-112.81,1.01,0.00,0.00
313.94000,-112.85,1.01,0.00,0.00
313.96000,-112.89,1.01,0.00,0.00
313.98000,-112.92,1.01,0.00,0.00
314.00000,-112.96,1.01,0.00,0.00
314.02000,-112.99,1.01,0.00,0.00
314.04000,-113.03,1.01,0.00,0.00
314.06000,-113.07,1.01,0.00,0.00
314.08000,-113.10,1.01,0.00,0.00
314.10000,-113.14,1.01,0.00,0.00
314.12000,-113.17,1.01,0.00,0.00
314.14000,-113.21,1.01,0.00,0.00
314.16000,-113.25,1.01,0.00,0.00
314.18000,-113.28,1.01,0.00,0.00
314.20000,-113.32,1.01,0.00,0.00
314.22000,-113.36,1.01,0.00,0.00
314.24000,-113.39,1.01,0.00,0.00
314.26000,-113.43,1.01,0.00,0.00
314.28000,-113.46,1.02,0.00,0.00
314.30000,-113.50,1.02,0.00,0.00
314.32000,-113.54,1.02,0.00,0.00
314.34000,-113.57,1.02,0.00,0.00
314.36000,-113.61,1.02,0.00,0.00
314.38000,-113.65,1.02,0.00,0.00
314.40000,-113.68,1.02,0.00,0.00
314.42000,-113.72,1.02,0.00,0.00
314.44000,-113.76,1.02,0.00,0.00
314.46000,-113.79,1.02,0.00,0.00
314.48000,-113.83,1.02,0.00,0.00
314.50000,-113.87,1.02,0.00,0.00
314.52000,-113.90,1.02,0.00,0.00
314.54000,-113.94,1.02,0.00,0.00
314.56000,-113.97,1.02,0.00,0.00
314.58000,-114.01,1.02,0.00,0.00
314.60000,-114.05,1.02,0.00,0.00
314.62000,-114.08,1.02,0.00,0.00
314.64000,-114.12,1.02,0.00,0.00
314.66000,-114.16,1.02,0.00,0.00
314.68000,-114.19,1.02,0.00,0.00
314.70000,-114.23,1.02,0.00,0.00
314.72000,-114.27,1.02,0.00,0.00
314.74000,-114.30,1.02,0.00,0.00
314.76000,-114.34,1.02,0.00,0.00
314.78000,-114.38,1.02,0.00,0.00
314.80000,-114.41,1.02,0.00,0.00
314.82000,-114.45,1.02,0.00,0.00
314.84000,-114.49,1.02,0.00,0.00
314.86000,-114.52,1.02,0.00,0.00
314.88000,-114.56,1.02,0.00,0.00
314.90000,-114.60,1.02,0.00,0.00
314.92000,-114.63,1.03,0.00,0.00
314.94000,-114.67,1.03,0.00,0.00
314.96000,-114.71,1.03,0.00,0.00
314.98000,-114.75,1.03,0.00,0.00
315.00000,-114.78,1.03,0.00,0.00
315.02000,-114.82,1.03,0.00,0.00
315.04000,-114.86,1.03,0.00,0.00
315.06000,-114.89,1.03,0.00,0.00
315.08000,-114.93,1.03,0.00,0.00
315.10000,-114.97,1.03,0.00,0.00
315.12000,-115.00,1.03,0.00,0.00
315.14000,-115.04,1.03,0.00,0.00
315.16000,-115.08,1.03,0.00,0.00
315.18000,-115.11,1.03,0.00,0.00
315.20000,-115.15,1.03,0.00,0.00
315.22000,-115.19,1.03,0.00,0.00
315.24000,-115.23,1.03,0.00,0.00
315.26000,-115.26,1.03,0.00,0.00
315.28000,-115.30,1.03,0.00,0.00
315.30000,-115.34,1.03,0.00,0.00
315.32000,-115.37,1.03,0.00,0.00
315.34000,-115.41,1.03,0.00,0.00
315.36000,-115.45,1.03,0.00,0.00
315.38000,-115.49,1.03,0.00,0.00
315.40000,-115.52,1.03,0.00,0.00
315.42000,-115.56,1.03,0.00,0.00
315.44000,-115.60,1.03,0.00,0.00
315.46000,-115.63,1.03,0.00,0.00
315.48000,-115.67,1.03,0.00,0.00
315.50000,-115.71,1.03,0.00,0.00
315.52000,-115.75,1.03,0.00,0.00
315.54000,-115.78,1.04,0.00,0.00
315.56000,-115.82,1.04,0.00,0.00
315.58000,-115.86,1.04,0.00,0.00
315.60000,-115.90,1.04,0.00,0.00
315.62000,-115.93,1.04,0.00,0.00
315.64000,-115.97,1.04,0.00,0.00
315.66000,-116.01,1.04,0.00,0.00
315.68000,-116.04,1.04,0.00,0.00
315.70000,-116.08,1.04,0.00,0.00
315.72000,-116.12,1.04,0.00,0.00
315.74000,-116.16,1.04,0.00,0.00
315.76000,-116.19,1.04,0.00,0.00
315.78000,-116.23,1.04,0.00,0.00
315.80000,-116.27,1.04,0.00,0.00
315.82000,-116.31,1.04,0.00,0.00
315.84000,-116.34,1.04,0.00,0.00
315.86000,-116.38,1.04,0.00,0.00
315.88000,-116.42,1.04,0.00,0.00
315.90000,-116.46,1.04,0.00,0.00
315.92000,-116.49,1.04,0.00,0.00
315.94000,-116.53,1.04,0.00,0.00
315.96000,-116.57,1.04,0.00,0.00
315.98000,-116.61,1.04,0.00,0.00
316.00000,-116.65,1.04,0.00,0.00
316.02000,-116.68,1.04,0.00,0.00
316.04000,-116.72,1.04,0.00,0.00
316.06000,-116.76,1.04,0.00,0.00
316.08000,-116.80,1.04,0.00,0.00
316.10000,-116.83,1.04,0.00,0.00
316.12000,-116.87,1.04,0.00,0.00
316.14000,-116.91,1.04,0.00,0.00
316.16000,-116.95,1.05,0.00,0.00
316.18000,-116.98,1.05,0.00,0.00
316.20000,-117.02,1.05,0.00,0.00
316.22000,-117.06,1.05,0.00,0.00
316.24000,-117.10,1.05,0.00,0.00
316.26000,-117.14,1.05,0.00,0.00
316.28000,-117.17,1.05,0.00,0.00
316.30000,-117.21,1.05,0.00,0.00
316.32000,-117.25,1.05,0.00,0.00
316.34000,-117.29,1.05,0.00,0.00
316.36000,-117.33,1.05,0.00,0.00
316.38000,-117.36,1.05,0.00,0.00
316.40000,-117.40,1.05,0.00,0.00
316.42000,-117.44,1.05,0.00,0.00
316.44000,-117.48,1.05,0.00,0.00
316.46000,-117.52,1.05,0.00,0.00
316.48000,-117.55,1.05,0.00,0.00
316.50000,-117.59,1.05,0.00,0.00
316.52000,-117.63,1.05,0.00,0.00
316.54000,-117.67,1.05,0.00,0.00
316.56000,-117.71,1.05,0.00,0.00
316.58000,-117.74,1.05,0.00,0.00
316.60000,-117.78,1.05,0.00,0.00
316.62000,-117.82,1.05,0.00,0.00
316.64000,-117.86,1.05,0.00,0.00
316.66000,-117.90,1.05,0.00,0.00
316.68000,-117.94,1.05,0.00,0.00
316.70000,-117.97,1.05,0.00,0.00
316.72000,-118.01,1.05,0.00,0.00
316.74000,-118.05,1.05,0.00,0.00
316.76000,-118.09,1.05,0.00,0.00
316.78000,-118.13,1.06,0.00,0.00
316.80000,-118.16,1.06,0.00,0.00
316.82000,-118.20,1.06,0.00,0.00
316.84000,-118.24,1.06,0.00,0.00
316.86000,-118.28,1.06,0.00,0.00
316.88000,-118.32,1.06,0.00,0.00
316.90000,-118.36,1.06,0.00,0.00
316.92000,-118.40,1.06,0.00,0.00
316.94000,-118.43,1.06,0.00,0.00
316.96000,-118.47,1.06,0.00,0.00
316.98000,-118.51,1.06,0.00,0.00
317.00000,-118.55,1.06,0.00,0.00
317.02000,-118.59,1.06,0.00,0.00
317.04000,-118.63,1.06,0.00,0.00
317.06000,-118.66,1.06,0.00,0.00
317.08000,-118.70,1.06,0.00,0.00
317.10000,-118.74,1.06,0.00,0.00
317.12000,-118.78,1.06,0.00,0.00
317.14000,-118.82,1.06,0.00,0.00
317.16000,-118.86,1.06,0.00,0.00
317.18000,-118.90,1.06,0.00,0.00
317.20000,-118.93,1.06,0.00,0.00
317.22000,-118.97,1.06,0.00,0.00
317.24000,-119.01,1.06,0.00,0.00
317.26000,-119.05,1.06,0.00,0.00
317.28000,-119.09,1.06,0.00,0.00
317.30000,-119.13,1.06,0.00,0.00
317.32000,-119.17,1.06,0.00,0.00
317.34000,-119.21,1.06,0.00,0.00
317.36000,-119.24,1.06,0.00,0.00
317.38000,-119.28,1.07,0.00,0.00
317.40000,-119.32,1.07,0.00,0.00
317.42000,-119.36,1.07,0.00,0.00
317.44000,-119.40,1.07,0.00,0.00
317.46000,-119.44,1.07,0.00,0.00
317.48000,-119.48,1.07,0.00,0.00
317.50000,-119.52,1.07,0.00,0.00
317.52000,-119.56,1.07,0.00,0.00
317.54000,-119.59,1.07,0.00,0.00
317.56000,-119.63,1.07,0.00,0.00
317.58000,-119.67,1.07,0.00,0.00
317.60000,-119.71,1.07,0.00,0.00
317.62000,-119.75,1.07,0.00,0.00
317.64000,-119.79,1.07,0.00,0.00
317.66000,-119.83,1.07,0.00,0.00
317.68000,-119.87,1.07,0.00,0.00
317.70000,-119.91,1.07,0.00,0.00
317.72000,-119.95,1.07,0.00,0.00
317.74000,-119.98,1.07,0.00,0.00
317.76000,-120.02,1.07,0.00,0.00
317.78000,-120.06,1.07,0.00,0.00
317.80000,-120.10,1.07,0.00,0.00
317.82000,-120.14,1.07,0.00,0.00
317.84000,-120.18,1.07,0.00,0.00
317.86000,-120.22,1.07,0.00,0.00
317.88000,-120.26,1.07,0.00,0.00
317.90000,-120.30,1.07,0.00,0.00
317.92000,-120.34,1.07,0.00,0.00
317.94000,-120.38,1.07,0.00,0.00
317.96000,-120.42,1.08,0.00,0.00
317.98000,-120.45,1.08,0.00,0.00
318.00000,-120.49,1.08,0.00,0.00
318.02000,-120.53,1.08,0.00,0.00
318.04000,-120.57,1.08,0.00,0.00
318.06000,-120.61,1.08,0.00,0.00
318.08000,-120.65,1.08,0.00,0.00
318.10000,-120.69,1.08,0.00,0.00
318.12000,-120.73,1.08,0.00,0.00
318.14000,-120.77,1.08,0.00,0.00
318.16000,-120.81,1.08,0.00,0.00
318.18000,-120.85,1.08,0.00,0.00
318.20000,-120.89,1.08,0.00,0.00
318.22000,-120.93,1.08,0.00,0.00
318.24000,-120.97,1.08,0.00,0.00
318.26000,-121.01,1.08,0.00,0.00
318.28000,-121.05,1.08,0.00,0.00
318.30000,-121.09,1.08,0.00,0.00
318.32000,-121.13,1.08,0.00,0.00
318.34000,-121.17,1.08,0.00,0.00
318.36000,-121.20,1.08,0.00,0.00
318.38000,-121.24,1.08,0.00,0.00
318.40000,-121.28,1.08,0.00,0.00
318.42000,-121.32,1.08,0.00,0.00
318.44000,-121.36,1.08,0.00,0.00
318.46000,-121.40,1.08,0.00,0.00
318.48000,-121.44,1.08,0.00,0.00
318.50000,-121.48,1.08,0.00,0.00
318.52000,-121.52,1.08,0.00,0.00
318.54000,-121.56,1.08,0.00,0.00
318.56000,-121.60,1.09,0.00,0.00
318.58000,-121.64,1.09,0.00,0.00
318.60000,-121.68,1.09,0.00,0.00
318.62000,-121.72,1.09,0.00,0.00
318.64000,-121.76,1.09,0.00,0.00
318.66000,-121.80,1.09,0.00,0.00
318.68000,-121.84,1.09,0.00,0.00
318.70000,-121.88,1.09,0.00,0.00
318.72000,-121.92,1.09,0.00,0.00
318.74000,-121.96,1.09,0.00,0.00
318.76000,-122.00,1.09,0.00,0.00
318.78000,-122.04,1.09,0.00,0.00
318.80000,-122.08,1.09,0.00,0.00
318.82000,-122.12,1.09,0.00,0.00
318.84000,-122.16,1.09,0.00,0.00
318.86000,-122.20,1.09,0.00,0.00
318.88000,-122.24,1.09,0.00,0.00
318.90000,-122.28,1.09,0.00,0.00
318.92000,-122.32,1.09,0.00,0.00
318.94000,-122.36,1.09,0.00,0.00
318.96000,-122.40,1.09,0.00,0.00
318.98000,-122.44,1.09,0.00,0.00
319.00000,-122.48,1.09,0.00,0.00
319.02000,-122.52,1.09,0.00,0.00
319.04000,-122.56,1.09,0.00,0.00
319.06000,-122.60,1.09,0.00,0.00
319.08000,-122.64,1.09,0.00,0.00
319.10000,-122.68,1.09,0.00,0.00
319.12000,-122.72,1.09,0.00,0.00
319.14000,-122.76,1.10,0.00,0.00
319.16000,-122.80,1.10,0.00,0.00
319.18000,-122.84,1.10,0.00,0.00
319.20000,-122.88,1.10,0.00,0.00
319.22000,-122.93,1.10,0.00,0.00
319.24000,-122.97,1.10,0.00,0.00
319.26000,-123.01,1.10,0.00,0.00
319.28000,-123.05,1.10,0.00,0.00
319.30000,-123.09,1.10,0.00,0.00
319.32000,-123.13,1.10,0.00,0.00
319.34000,-123.17,1.10,0.00,0.00
319.36000,-123.21,1.10,0.00,0.00
319.38000,-123.25,1.10,0.00,0.00
319.40000,-123.29,1.10,0.00,0.00
319.42000,-123.33,1.10,0.00,0.00
319.44000,-123.37,1.10,0.00,0.00
319.46000,-123.41,1.10,0.00,0.00
319.48000,-123.45,1.10,0.00,0.00
319.50000,-123.49,1.10,0.00,0.00
319.52000,-123.53,1.10,0.00,0.00
319.54000,-123.57,1.10,0.00,0.00
319.56000,-123.61,1.10,0.00,0.00
319.58000,-123.66,1.10,0.00,0.00
319.60000,-123.70,1.10,0.00,0.00
319.62000,-123.74,1.10,0.00,0.00
319.64000,-123.78,1.10,0.00,0.00
319.66000,-123.82,1.10,0.00,0.00
319.68000,-123.86,1.10,0.00,0.00
319.70000,-123.90,1.11,0.00,0.00
319.72000,-123.94,1.11,0.00,0.00
319.74000,-123.98,1.11,0.00,0.00
319.76000,-124.02,1.11,0.00,0.00
319.78000,-124.06,1.11,0.00,0.00
319.80000,-124.10,1.11,0.00,0.00
319.82000,-124.15,1.11,0.00,0.00
319.84000,-124.19,1.11,0.00,0.00
319.86000,-124.23,1.11,0.00,0.00
319.88000,-124.27,1.11,0.00,0.00
319.90000,-124.31,1.11,0.00,0.00
319.92000,-124.35,1.11,0.00,0.00
319.94000,-124.39,1.11,0.00,0.00
319.96000,-124.43,1.11,0.00,0.00
319.98000,-124.47,1.11,0.00,0.00
320.00000,-124.51,1.11,0.00,0.00
320.02000,-124.56,1.11,0.00,0.00
320.04000,-124.60,1.11,0.00,0.00
320.06000,-124.64,1.11,0.00,0.00
320.08000,-124.68,1.11,0.00,0.00
320.10000,-124.72,1.11,0.00,0.00
320.12000,-124.76,1.11,0.00,0.00
320.14000,-124.80,1.11,0.00,0.00
320.16000,-124.84,1.11,0.00,0.00
320.18000,-124.88,1.11,0.00,0.00
320.20000,-124.93,1.11,0.00,0.00
320.22000,-124.97,1.11,0.00,0.00
320.24000,-125.01,1.11,0.00,0.00
320.26000,-125.05,1.11,0.00,0.00
320.28000,-125.09,1.12,0.00,0.00
320.30000,-125.13,1.12,0.00,0.00
320.32000,-125.17,1.12,0.00,0.00
320.34000,-125.22,1.12,0.00,0.00
320.36000,-125.26,1.12,0.00,0.00
320.38000,-125.30,1.12,0.00,0.00
320.40000,-125.34,1.12,0.00,0.00
320.42000,-125.38,1.12,0.00,0.00
320.44000,-125.42,1.12,0.00,0.00
320.46000,-125.46,1.12,0.00,0.00
320.48000,-125.51,1.12,0.00,0.00
320.50000,-125.55,1.12,0.00,0.00
320.52000,-125.59,1.12,0.00,0.00
320.54000,-125.63,1.12,0.00,0.00
320.56000,-125.67,1.12,0.00,0.00
320.58000,-125.71,1.12,0.00,0.00
320.60000,-125.76,1.12,0.00,0.00
320.62000,-125.80,1.12,0.00,0.00
320.64000,-125.84,1.12,0.00,0.00
320.66000,-125.88,1.12,0.00,0.00
320.68000,-125.92,1.12,0.00,0.00
320.70000,-125.96,1.12,0.00,0.00
320.72000,-126.01,1.12,0.00,0.00
320.74000,-126.05,1.12,0.00,0.00
320.76000,-126.09,1.12,0.00,0.00
320.78000,-126.13,1.12,0.00,0.00
320.80000,-126.17,1.12,0.00,0.00
320.82000,-126.21,1.13,0.00,0.00
320.84000,-126.26,1.13,0.00,0.00
320.86000,-126.30,1.13,0.00,0.00
320.88000,-126.34,1.13,0.00,0.00
320.90000,-126.38,1.13,0.00,0.00
320.92000,-126.42,1.13,0.00,0.00
320.94000,-126.47,1.13,0.00,0.00
320.96000,-126.51,1.13,0.00,0.00
320.98000,-126.55,1.13,0.00,0.00
321.00000,-126.59,1.13,0.00,0.00
321.02000,-126.63,1.13,0.00,0.00
321.04000,-126.68,1.13,0.00,0.00
321.06000,-126.72,1.13,0.00,0.00
321.08000,-126.76,1.13,0.00,0.00
321.10000,-126.80,1.13,0.00,0.00
321.12000,-126.84,1.13,0.00,0.00
321.14000,-126.89,1.13,0.00,0.00
321.16000,-126.93,1.13,0.00,0.00
321.18000,-126.97,1.13,0.00,0.00
321.20000,-127.01,1.13,0.00,0.00
321.22000,-127.06,1.13,0.00,0.00
321.24000,-127.10,1.13,0.00,0.00
321.26000,-127.14,1.13,0.00,0.00
321.28000,-127.18,1.13,0.00,0.00
321.30000,-127.22,1.13,0.00,0.00
321.32000,-127.27,1.13,0.00,0.00
321.34000,-127.31,1.13,0.00,0.00
321.36000,-127.35,1.13,0.00,0.00
321.38000,-127.39,1.14,0.00,0.00
321.40000,-127.44,1.14,0.00,0.00
321.42000,-127.48,1.14,0.00,0.00
321.44000,-127.52,1.14,0.00,0.00
321.46000,-127.56,1.14,0.00,0.00
321.48000,-127.61,1.14,0.00,0.00
321.50000,-127.65,1.14,0.00,0.00
321.52000,-127.69,1.14,0.00,0.00
321.54000,-127.73,1.14,0.00,0.00
321.56000,-127.78,1.14,0.00,0.00
321.58000,-127.82,1.14,0.00,0.00
321.60000,-127.86,1.14,0.00,0.00
321.62000,-127.90,1.14,0.00,0.00
321.64000,-127.95,1.14,0.00,0.00
321.66000,-127.99,1.14,0.00,0.00
321.68000,-128.03,1.14,0.00,0.00
321.70000,-128.08,1.14,0.00,0.00
321.72000,-128.12,1.14,0.00,0.00
321.74000,-128.16,1.14,0.00,0.00
321.76000,-128.20,1.14,0.00,0.00
321.78000,-128.25,1.14,0.00,0.00
321.80000,-128.29,1.14,0.00,0.00
321.82000,-128.33,1.14,0.00,0.00
321.84000,-128.37,1.14,0.00,0.00
321.86000,-128.42,1.14,0.00,0.00
321.88000,-128.46,1.14,0.00,0.00
321.90000,-128.50,1.14,0.00,0.00
321.92000,-128.55,1.15,0.00,0.00
321.94000,-128.59,1.15,0.00,0.00
321.96000,-128.63,1.15,0.00,0.00
321.98000,-128.67,1.15,0.00,0.00
322.00000,-128.72,1.15,0.00,0.00
322.02000,-128.76,1.15,0.00,0.00
322.04000,-128.80,1.15,0.00,0.00
322.06000,-128.85,1.15,0.00,0.00
322.08000,-128.89,1.15,0.00,0.00
322.10000,-128.93,1.15,0.00,0.00
322.12000,-128.98,1.15,0.00,0.00
322.14000,-129.02,1.15,0.00,0.00
322.16000,-129.06,1.15,0.00,0.00
322.18000,-129.11,1.15,0.00,0.00
322.20000,-129.15,1.15,0.00,0.00
322.22000,-129.19,1.15,0.00,0.00
322.24000,-129.23,1.15,0.00,0.00
322.26000,-129.28,1.15,0.00,0.00
322.28000,-129.32,1.15,0.00,0.00
322.30000,-129.36,1.15,0.00,0.00
322.32000,-129.41,1.15,0.00,0.00
322.34000,-129.45,1.15,0.00,0.00
322.36000,-129.49,1.15,0.00,0.00
322.38000,-129.54,1.15,0.00,0.00
322.40000,-129.58,1.15,0.00,0.00
322.42000,-129.62,1.15,0.00,0.00
322.44000,-129.67,1.15,0.00,0.00
322.46000,-129.71,1.16,0.00,0.00
322.48000,-129.76,1.16,0.00,0.00
322.50000,-129.80,1.16,0.00,0.00
322.52000,-129.84,1.16,0.00,0.00
322.54000,-129.89,1.16,0.00,0.00
322.56000,-129.93,1.16,0.00,0.00
322.58000,-129.97,1.16,0.00,0.00
322.60000,-130.02,1.16,0.00,0.00
322.62000,-130.06,1.16,0.00,0.00
322.64000,-130.10,1.16,0.00,0.00
322.66000,-130.15,1.16,0.00,0.00
322.68000,-130.19,1.16,0.00,0.00
322.70000,-130.23,1.16,0.00,0.00
322.72000,-130.28,1.16,0.00,0.00
322.74000,-130.32,1.16,0.00,0.00
322.76000,-130.37,1.16,0.00,0.00
322.78000,-130.41,1.16,0.00,0.00
322.80000,-130.45,1.16,0.00,0.00
322.82000,-130.50,1.16,0.00,0.00
322.84000,-130.54,1.16,0.00,0.00
322.86000,-130.58,1.16,0.00,0.00
322.88000,-130.63,1.16,0.00,0.00
322.90000,-130.67,1.16,0.00,0.00
322.92000,-130.72,1.16,0.00,0.00
322.94000,-130.76,1.16,0.00,0.00
322.96000,-130.80,1.16,0.00,0.00
322.98000,-130.85,1.17,0.00,0.00
323.00000,-130.89,1.17,0.00,0.00
323.02000,-130.94,1.17,0.00,0.00
323.04000,-130.98,1.17,0.00,0.00
323.06000,-131.02,1.17,0.00,0.00
323.08000,-131.07,1.17,0.00,0.00
323.10000,-131.11,1.17,0.00,0.00
323.12000,-131.16,1.17,0.00,0.00
323.14000,-131.20,1.17,0.00,0.00
323.16000,-131.24,1.17,0.00,0.00
323.18000,-131.29,1.17,0.00,0.00
323.20000,-131.33,1.17,0.00,0.00
323.22000,-131.38,1.17,0.00,0.00
323.24000,-131.42,1.17,0.00,0.00
323.26000,-131.47,1.17,0.00,0.00
323.28000,-131.51,1.17,0.00,0.00
323.30000,-131.55,1.17,0.00,0.00
323.32000,-131.60,1.17,0.00,0.00
323.34000,-131.64,1.17,0.00,0.00
323.36000,-131.69,1.17,0.00,0.00
323.38000,-131.73,1.17,0.00,0.00
323.40000,-131.78,1.17,0.00,0.00
323.42000,-131.82,1.17,0.00,0.00
323.44000,-131.86,1.17,0.00,0.00
323.46000,-131.91,1.17,0.00,0.00
323.48000,-131.95,1.17,0.00,0.00
323.50000,-132.00,1.17,0.00,0.00
323.52000,-132.04,1.18,0.00,0.00
323.54000,-132.09,1.18,0.00,0.00
323.56000,-132.13,1.18,0.00,0.00
323.58000,-132.18,1.18,0.00,0.00
323.60000,-132.22,1.18,0.00,0.00
323.62000,-132.27,1.18,0.00,0.00
323.64000,-132.31,1.18,0.00,0.00
323.66000,-132.35,1.18,0.00,0.00
323.68000,-132.40,1.18,0.00,0.00
323.70000,-132.44,1.18,0.00,0.00
323.72000,-132.49,1.18,0.00,0.00
323.74000,-132.53,1.18,0.00,0.00
323.76000,-132.58,1.18,0.00,0.00
323.78000,-132.62,1.18,0.00,0.00
323.80000,-132.67,1.18,0.00,0.00
323.82000,-132.71,1.18,0.00,0.00
323.84000,-132.76,1.18,0.00,0.00
323.86000,-132.80,1.18,0.00,0.00
323.88000,-132.85,1.18,0.00,0.00
323.90000,-132.89,1.18,0.00,0.00
323.92000,-132.94,1.18,0.00,0.00
323.94000,-132.98,1.18,0.00,0.00
323.96000,-133.03,1.18,0.00,0.00
323.98000,-133.07,1.18,0.00,0.00
324.00000,-133.12,1.18,0.00,0.00
324.02000,-133.16,1.19,0.00,0.00
324.04000,-133.21,1.19,0.00,0.00
324.06000,-133.25,1.19,0.00,0.00
324.08000,-133.30,1.19,0.00,0.00
324.10000,-133.34,1.19,0.00,0.00
324.12000,-133.39,1.19,0.00,0.00
324.14000,-133.43,1.19,0.00,0.00
324.16000,-133.48,1.19,0.00,0.00
324.18000,-133.52,1.19,0.00,0.00
324.20000,-133.57,1.19,0.00,0.00
324.22000,-133.61,1.19,0.00,0.00
324.24000,-133.66,1.19,0.00,0.00
324.26000,-133.70,1.19,0.00,0.00
324.28000,-133.75,1.19,0.00,0.00
324.30000,-133.79,1.19,0.00,0.00
324.32000,-133.84,1.19,0.00,0.00
324.34000,-133.89,1.19,0.00,0.00
324.36000,-133.93,1.19,0.00,0.00
324.38000,-133.98,1.19,0.00,0.00
324.40000,-134.02,1.19,0.00,0.00
324.42000,-134.07,1.19,0.00,0.00
324.44000,-134.11,1.19,0.00,0.00
324.46000,-134.16,1.19,0.00,0.00
324.48000,-134.20,1.19,0.00,0.00
324.50000,-134.25,1.19,0.00,0.00
324.52000,-134.29,1.19,0.00,0.00
324.54000,-134.34,1.20,0.00,0.00
324.56000,-134.39,1.20,0.00,0.00
324.58000,-134.43,1.20,0.00,0.00
324.60000,-134.48,1.20,0.00,0.00
324.62000,-134.52,1.20,0.00,0.00
324.64000,-134.57,1.20,0.00,0.00
324.66000,-134.61,1.20,0.00,0.00
324.68000,-134.66,1.20,0.00,0.00
324.70000,-134.71,1.20,0.00,0.00
324.72000,-134.75,1.20,0.00,0.00
324.74000,-134.80,1.20,0.00,0.00
324.76000,-134.84,1.20,0.00,0.00
324.78000,-134.89,1.20,0.00,0.00
324.80000,-134.93,1.20,0.00,0.00
324.82000,-134.98,1.20,0.00,0.00
324.84000,-135.03,1.20,0.00,0.00
324.86000,-135.07,1.20,0.00,0.00
324.88000,-135.12,1.20,0.00,0.00
324.90000,-135.16,1.20,0.00,0.00
324.92000,-135.21,1.20,0.00,0.00
324.94000,-135.26,1.20,0.00,0.00
324.96000,-135.30,1.20,0.00,0.00
324.98000,-135.35,1.20,0.00,0.00
325.00000,-135.39,1.20,0.00,0.00
325.02000,-135.44,1.20,0.00,0.00
325.04000,-135.49,1.21,0.00,0.00
325.06000,-135.53,1.21,0.00,0.00
325.08000,-135.58,1.21,0.00,0.00
325.10000,-135.62,1.21,0.00,0.00
325.12000,-135.67,1.21,0.00,0.00
