wavelength,alpha_0,alpha_0_uncertainty,alpha(m=0),alpha(m=0)_uncertainty
1804.2,210.23,1.08,210.23,1.08
1804.7,210.23,1.08,210.23,1.08
1805.2,210.22,1.08,210.22,1.08
1805.7,210.21,1.08,210.21,1.08
1806.2,210.2,1.08,210.2,1.08
1806.7,210.2,1.08,210.2,1.08
1807.2,210.19,1.08,210.19,1.08
1807.7,210.18,1.08,210.18,1.08
1808.2,210.17,1.08,210.17,1.08
1808.7,210.16,1.08,210.16,1.08
1809.2,210.16,1.08,210.16,1.08
1809.7,210.15,1.08,210.15,1.08
1810.2,210.14,1.08,210.14,1.08
1810.7,210.13,1.08,210.13,1.08
1811.2,210.13,1.08,210.13,1.08
1811.7,210.12,1.08,210.12,1.08
1812.2,210.11,1.08,210.11,1.08
1812.7,210.1,1.08,210.1,1.08
1813.2,210.1,1.08,210.1,1.08
1813.7,210.09,1.08,210.09,1.08
1814.2,210.08,1.08,210.08,1.08
1814.7,210.07,1.08,210.07,1.08
1815.2,210.07,1.08,210.07,1.08
1815.7,210.06,1.08,210.06,1.08
1816.2,210.05,1.08,210.05,1.08
1816.7,210.04,1.08,210.04,1.08
1817.2,210.03,1.08,210.03,1.08
1817.7,210.03,1.08,210.03,1.08
1818.2,210.02,1.08,210.02,1.08
1818.7,210.01,1.08,210.01,1.08
1819.2,210,1.08,210,1.08
1819.7,210,1.08,210,1.08
1820.2,209.99,1.08,209.99,1.08
1820.7,209.98,1.08,209.98,1.08
1821.2,209.97,1.08,209.97,1.08
1821.7,209.97,1.08,209.97,1.08
1822.2,209.96,1.08,209.96,1.08
1822.7,209.95,1.08,209.95,1.08
1823.2,209.94,1.08,209.94,1.08
1823.7,209.94,1.08,209.94,1.08
1824.2,209.93,1.08,209.93,1.08
1824.7,209.92,1.08,209.92,1.08
1825.2,209.91,1.08,209.91,1.08
1825.7,209.91,1.08,209.91,1.08
1826.2,209.9,1.08,209.9,1.08
1826.7,209.89,1.08,209.89,1.08
1827.2,209.88,1.08,209.88,1.08
1827.7,209.88,1.08,209.88,1.08
1828.2,209.87,1.08,209.87,1.08
1828.7,209.86,1.08,209.86,1.08
1829.2,209.85,1.08,209.85,1.08
1829.7,209.85,1.08,209.85,1.08
1830.2,209.84,1.08,209.84,1.08
1830.7,209.83,1.08,209.83,1.08
1831.2,209.82,1.08,209.82,1.08
1831.7,209.82,1.08,209.82,1.08
1832.2,209.81,1.08,209.81,1.08
1832.7,209.8,1.08,209.8,1.08
1833.2,209.8,1.08,209.8,1.08
1833.7,209.79,1.08,209.79,1.08
1834.2,209.78,1.08,209.78,1.08
1834.7,209.77,1.08,209.77,1.08
1835.2,209.77,1.08,209.77,1.08
1835.7,209.76,1.08,209.76,1.08
1836.2,209.75,1.08,209.75,1.08
1836.7,209.74,1.08,209.74,1.08
1837.2,209.74,1.08,209.74,1.08
1837.7,209.73,1.08,209.73,1.08
1838.2,209.72,1.08,209.72,1.08
1838.7,209.71,1.08,209.71,1.08
1839.2,209.71,1.08,209.71,1.08
1839.7,209.7,1.08,209.7,1.08
1840.2,209.69,1.08,209.69,1.08
1840.7,209.69,1.08,209.69,1.08
1841.2,209.68,1.08,209.68,1.08
1841.7,209.67,1.08,209.67,1.08
1842.2,209.66,1.08,209.66,1.08
1842.7,209.66,1.08,209.66,1.08
1843.2,209.65,1.08,209.65,1.08
1843.7,209.64,1.08,209.64,1.08
1844.2,209.63,1.08,209.63,1.08
1844.7,209.63,1.08,209.63,1.08
1845.2,209.62,1.08,209.62,1.08
1845.7,209.61,1.08,209.61,1.08
1846.2,209.61,1.08,209.61,1.08
1846.7,209.6,1.08,209.6,1.08
1847.2,209.59,1.08,209.59,1.08
1847.7,209.58,1.08,209.58,1.08
1848.2,209.58,1.08,209.58,1.08
1848.7,209.57,1.08,209.57,1.08
1849.2,209.56,1.08,209.56,1.08
1849.7,209.56,1.08,209.56,1.08
1850.2,209.55,1.08,209.55,1.08
1850.7,209.54,1.08,209.54,1.08
1851.2,209.53,1.08,209.53,1.08
1851.7,209.53,1.08,209.53,1.08
1852.2,209.52,1.08,209.52,1.08
1852.7,209.51,1.08,209.51,1.08
1853.2,209.51,1.08,209.51,1.08
1853.7,209.5,1.08,209.5,1.08
1854.2,209.49,1.08,209.49,1.08
1854.7,209.48,1.08,209.48,1.08
1855.2,209.48,1.08,209.48,1.08
1855.7,209.47,1.08,209.47,1.08
1856.2,209.46,1.08,209.46,1.08
1856.7,209.46,1.08,209.46,1.08
1857.2,209.45,1.08,209.45,1.08
1857.7,209.44,1.08,209.44,1.08
1858.2,209.44,1.08,209.44,1.08
1858.7,209.43,1.08,209.43,1.08
1859.2,209.42,1.08,209.42,1.08
1859.7,209.41,1.08,209.41,1.08
1860.2,209.41,1.08,209.41,1.08
1860.7,209.4,1.08,209.4,1.08
1861.2,209.39,1.08,209.39,1.08
1861.7,209.39,1.08,209.39,1.08
1862.2,209.38,1.08,209.38,1.08
1862.7,209.37,1.08,209.37,1.08
1863.2,209.36,1.08,209.36,1.08
1863.7,209.36,1.08,209.36,1.08
1864.2,209.35,1.08,209.35,1.08
1864.7,209.34,1.08,209.34,1.08
1865.2,209.34,1.08,209.34,1.08
1865.7,209.33,1.08,209.33,1.08
1866.2,209.32,1.08,209.32,1.08
1866.7,209.32,1.08,209.32,1.08
1867.2,209.31,1.08,209.31,1.08
1867.7,209.3,1.08,209.3,1.08
1868.2,209.3,1.08,209.3,1.08
1868.7,209.29,1.08,209.29,1.08
1869.2,209.28,1.08,209.28,1.08
1869.7,209.27,1.08,209.27,1.08
1870.2,209.27,1.08,209.27,1.08
1870.7,209.26,1.08,209.26,1.08
1871.2,209.25,1.08,209.25,1.08
1871.7,209.25,1.08,209.25,1.08
1872.2,209.24,1.08,209.24,1.08
1872.7,209.23,1.08,209.23,1.08
1873.2,209.23,1.08,209.23,1.08
1873.7,209.22,1.08,209.22,1.08
1874.2,209.21,1.08,209.21,1.08
1874.7,209.21,1.08,209.21,1.08
1875.2,209.2,1.08,209.2,1.08
1875.7,209.19,1.08,209.19,1.08
1876.2,209.19,1.08,209.19,1.08
1876.7,209.18,1.08,209.18,1.08
1877.2,209.17,1.08,209.17,1.08
1877.7,209.16,1.08,209.16,1.08
1878.2,209.16,1.08,209.16,1.08
1878.7,209.15,1.08,209.15,1.08
1879.2,209.14,1.08,209.14,1.08
1879.7,209.14,1.08,209.14,1.08
1880.2,209.13,1.08,209.13,1.08
1880.7,209.12,1.08,209.12,1.08
1881.2,209.12,1.08,209.12,1.08
1881.7,209.11,1.08,209.11,1.08
1882.2,209.1,1.08,209.1,1.08
1882.7,209.1,1.08,209.1,1.08
1883.2,209.09,1.08,209.09,1.08
1883.7,209.08,1.08,209.08,1.08
1884.2,209.08,1.08,209.08,1.08
1884.7,209.07,1.08,209.07,1.08
1885.2,209.06,1.08,209.06,1.08
1885.7,209.06,1.08,209.06,1.08
1886.2,209.05,1.08,209.05,1.08
1886.7,209.04,1.08,209.04,1.08
1887.2,209.04,1.08,209.04,1.08
1887.7,209.03,1.08,209.03,1.08
1888.2,209.02,1.08,209.02,1.08
1888.7,209.02,1.08,209.02,1.08
1889.2,209.01,1.08,209.01,1.08
1889.7,209,1.08,209,1.08
1890.2,209,1.08,209,1.08
1890.7,208.99,1.08,208.99,1.08
1891.2,208.98,1.08,208.98,1.08
1891.7,208.98,1.08,208.98,1.08
1892.2,208.97,1.08,208.97,1.08
1892.7,208.96,1.08,208.96,1.08
1893.2,208.96,1.08,208.96,1.08
1893.7,208.95,1.08,208.95,1.08
1894.2,208.94,1.08,208.94,1.08
1894.7,208.94,1.08,208.94,1.08
1895.2,208.93,1.08,208.93,1.08
1895.7,208.92,1.08,208.92,1.08
1896.2,208.92,1.08,208.92,1.08
1896.7,208.91,1.08,208.91,1.08
1897.2,208.9,1.08,208.9,1.08
1897.7,208.9,1.08,208.9,1.08
1898.2,208.89,1.08,208.89,1.08
1898.7,208.88,1.08,208.88,1.08
1899.2,208.88,1.08,208.88,1.08
1899.7,208.87,1.08,208.87,1.08
1900.2,208.86,1.08,208.86,1.08
1900.7,208.86,1.08,208.86,1.08
1901.2,208.85,1.08,208.85,1.08
1901.7,208.84,1.08,208.84,1.08
1902.2,208.84,1.08,208.84,1.08
1902.7,208.83,1.08,208.83,1.08
1903.2,208.82,1.08,208.82,1.08
1903.7,208.82,1.08,208.82,1.08
1904.2,208.81,1.08,208.81,1.08
1904.7,208.81,1.08,208.81,1.08
1905.2,208.8,1.08,208.8,1.08
1905.7,208.79,1.08,208.79,1.08
1906.2,208.79,1.08,208.79,1.08
1906.7,208.78,1.08,208.78,1.08
1907.2,208.77,1.08,208.77,1.08
1907.7,208.77,1.08,208.77,1.08
1908.2,208.76,1.07,208.76,1.07
1908.7,208.75,1.07,208.75,1.07
1909.2,208.75,1.07,208.75,1.07
1909.7,208.74,1.07,208.74,1.07
1910.2,208.73,1.07,208.73,1.07
1910.7,208.73,1.07,208.73,1.07
1911.2,208.72,1.07,208.72,1.07
1911.7,208.71,1.07,208.71,1.07
1912.2,208.71,1.07,208.71,1.07
1912.7,208.7,1.07,208.7,1.07
1913.2,208.7,1.07,208.7,1.07
1913.7,208.69,1.07,208.69,1.07
1914.2,208.68,1.07,208.68,1.07
1914.7,208.68,1.07,208.68,1.07
1915.2,208.67,1.07,208.67,1.07
1915.7,208.66,1.07,208.66,1.07
1916.2,208.66,1.07,208.66,1.07
1916.7,208.65,1.07,208.65,1.07
1917.2,208.64,1.07,208.64,1.07
1917.7,208.64,1.07,208.64,1.07
1918.2,208.63,1.07,208.63,1.07
1918.7,208.63,1.07,208.63,1.07
1919.2,208.62,1.07,208.62,1.07
1919.7,208.61,1.07,208.61,1.07
1920.2,208.61,1.07,208.61,1.07
1920.7,208.6,1.07,208.6,1.07
1921.2,208.59,1.07,208.59,1.07
1921.7,208.59,1.07,208.59,1.07
1922.2,208.58,1.07,208.58,1.07
1922.7,208.57,1.07,208.57,1.07
1923.2,208.57,1.07,208.57,1.07
1923.7,208.56,1.07,208.56,1.07
1924.2,208.56,1.07,208.56,1.07
1924.7,208.55,1.07,208.55,1.07
1925.2,208.54,1.07,208.54,1.07
1925.7,208.54,1.07,208.54,1.07
1926.2,208.53,1.07,208.53,1.07
1926.7,208.52,1.07,208.52,1.07
1927.2,208.52,1.07,208.52,1.07
1927.7,208.51,1.07,208.51,1.07
1928.2,208.51,1.07,208.51,1.07
1928.7,208.5,1.07,208.5,1.07
1929.2,208.49,1.07,208.49,1.07
1929.7,208.49,1.07,208.49,1.07
1930.2,208.48,1.07,208.48,1.07
1930.7,208.47,1.07,208.47,1.07
1931.2,208.47,1.07,208.47,1.07
1931.7,208.46,1.07,208.46,1.07
1932.2,208.46,1.07,208.46,1.07
1932.7,208.45,1.07,208.45,1.07
1933.2,208.44,1.07,208.44,1.07
1933.7,208.44,1.07,208.44,1.07
1934.2,208.43,1.07,208.43,1.07
1934.7,208.42,1.07,208.42,1.07
1935.2,208.42,1.07,208.42,1.07
1935.7,208.41,1.07,208.41,1.07
1936.2,208.41,1.07,208.41,1.07
1936.7,208.4,1.07,208.4,1.07
1937.2,208.39,1.07,208.39,1.07
1937.7,208.39,1.07,208.39,1.07
1938.2,208.38,1.07,208.38,1.07
1938.7,208.38,1.07,208.38,1.07
1939.2,208.37,1.07,208.37,1.07
1939.7,208.36,1.07,208.36,1.07
1940.2,208.36,1.07,208.36,1.07
1940.7,208.35,1.07,208.35,1.07
1941.2,208.34,1.07,208.34,1.07
1941.7,208.34,1.07,208.34,1.07
1942.2,208.33,1.07,208.33,1.07
1942.7,208.33,1.07,208.33,1.07
1943.2,208.32,1.07,208.32,1.07
1943.7,208.31,1.07,208.31,1.07
1944.2,208.31,1.07,208.31,1.07
1944.7,208.3,1.07,208.3,1.07
1945.2,208.3,1.07,208.3,1.07
1945.7,208.29,1.07,208.29,1.07
1946.2,208.28,1.07,208.28,1.07
1946.7,208.28,1.07,208.28,1.07
1947.2,208.27,1.07,208.27,1.07
1947.7,208.27,1.07,208.27,1.07
1948.2,208.26,1.07,208.26,1.07
1948.7,208.25,1.07,208.25,1.07
1949.2,208.25,1.07,208.25,1.07
1949.7,208.24,1.07,208.24,1.07
1950.2,208.24,1.07,208.24,1.07
1950.7,208.23,1.07,208.23,1.07
1951.2,208.22,1.07,208.22,1.07
1951.7,208.22,1.07,208.22,1.07
1952.2,208.21,1.07,208.21,1.07
1952.7,208.21,1.07,208.21,1.07
1953.2,208.2,1.07,208.2,1.07
1953.7,208.19,1.07,208.19,1.07
1954.2,208.19,1.07,208.19,1.07
1954.7,208.18,1.07,208.18,1.07
1955.2,208.18,1.07,208.18,1.07
1955.7,208.17,1.07,208.17,1.07
1956.2,208.16,1.07,208.16,1.07
1956.7,208.16,1.07,208.16,1.07
1957.2,208.15,1.07,208.15,1.07
1957.7,208.15,1.07,208.15,1.07
1958.2,208.14,1.07,208.14,1.07
1958.7,208.13,1.07,208.13,1.07
1959.2,208.13,1.07,208.13,1.07
1959.7,208.12,1.07,208.12,1.07
1960.2,208.12,1.07,208.12,1.07
1960.7,208.11,1.07,208.11,1.07
1961.2,208.1,1.07,208.1,1.07
1961.7,208.1,1.07,208.1,1.07
1962.2,208.09,1.07,208.09,1.07
1962.7,208.09,1.07,208.09,1.07
1963.2,208.08,1.07,208.08,1.07
1963.7,208.07,1.07,208.07,1.07
1964.2,208.07,1.07,208.07,1.07
1964.7,208.06,1.07,208.06,1.07
1965.2,208.06,1.07,208.06,1.07
1965.7,208.05,1.07,208.05,1.07
1966.2,208.05,1.07,208.05,1.07
1966.7,208.04,1.07,208.04,1.07
1967.2,208.03,1.07,208.03,1.07
1967.7,208.03,1.07,208.03,1.07
1968.2,208.02,1.07,208.02,1.07
1968.7,208.02,1.07,208.02,1.07
1969.2,208.01,1.07,208.01,1.07
1969.7,208,1.07,208,1.07
1970.2,208,1.07,208,1.07
1970.7,207.99,1.07,207.99,1.07
1971.2,207.99,1.07,207.99,1.07
1971.7,207.98,1.07,207.98,1.07
1972.2,207.98,1.07,207.98,1.07
1972.7,207.97,1.07,207.97,1.07
1973.2,207.96,1.07,207.96,1.07
1973.7,207.96,1.07,207.96,1.07
1974.2,207.95,1.07,207.95,1.07
1974.7,207.95,1.07,207.95,1.07
1975.2,207.94,1.07,207.94,1.07
1975.7,207.93,1.07,207.93,1.07
1976.2,207.93,1.07,207.93,1.07
1976.7,207.92,1.07,207.92,1.07
1977.2,207.92,1.07,207.92,1.07
1977.7,207.91,1.07,207.91,1.07
1978.2,207.91,1.07,207.91,1.07
1978.7,207.9,1.07,207.9,1.07
1979.2,207.89,1.07,207.89,1.07
1979.7,207.89,1.07,207.89,1.07
1980.2,207.88,1.07,207.88,1.07
1980.7,207.88,1.07,207.88,1.07
1981.2,207.87,1.07,207.87,1.07
1981.7,207.87,1.07,207.87,1.07
1982.2,207.86,1.07,207.86,1.07
1982.7,207.85,1.07,207.85,1.07
1983.2,207.85,1.07,207.85,1.07
1983.7,207.84,1.07,207.84,1.07
1984.2,207.84,1.07,207.84,1.07
1984.7,207.83,1.07,207.83,1.07
1985.2,207.83,1.07,207.83,1.07
1985.7,207.82,1.07,207.82,1.07
1986.2,207.81,1.07,207.81,1.07
1986.7,207.81,1.07,207.81,1.07
1987.2,207.8,1.07,207.8,1.07
1987.7,207.8,1.07,207.8,1.07
1988.2,207.79,1.07,207.79,1.07
1988.7,207.79,1.07,207.79,1.07
1989.2,207.78,1.07,207.78,1.07
1989.7,207.77,1.07,207.77,1.07
1990.2,207.77,1.07,207.77,1.07
1990.7,207.76,1.07,207.76,1.07
1991.2,207.76,1.07,207.76,1.07
1991.7,207.75,1.07,207.75,1.07
1992.2,207.75,1.07,207.75,1.07
1992.7,207.74,1.07,207.74,1.07
1993.2,207.74,1.07,207.74,1.07
1993.7,207.73,1.07,207.73,1.07
1994.2,207.72,1.07,207.72,1.07
1994.7,207.72,1.07,207.72,1.07
1995.2,207.71,1.07,207.71,1.07
1995.7,207.71,1.07,207.71,1.07
1996.2,207.7,1.07,207.7,1.07
1996.7,207.7,1.07,207.7,1.07
1997.2,207.69,1.07,207.69,1.07
1997.7,207.68,1.07,207.68,1.07
1998.2,207.68,1.07,207.68,1.07
1998.7,207.67,1.07,207.67,1.07
1999.2,207.67,1.07,207.67,1.07
